GEO;LOC;DA;EJAFUNG1;EJAFUNG2;EJAFUNG3;EJAFUNG4;EJAFUNG5;EJAMED1;EJAMED2;EJAMED3;EJAMED4;EJAMED5
Maranhão;Rural;Pública;3,0;0,1;26,3;1,6;69,0;31,9;1,4;51,1;4,1;11,5
Piauí;Total;Total;18,1;0,3;49,6;2,5;29,5;60,2;0,6;32,9;1,2;5,1
Piauí;Urbana;Total;25,9;0,4;54,4;2,5;16,8;60,5;0,5;32,7;1,2;5,1
Piauí;Rural;Total;8,5;0,1;43,8;2,5;45,1;55,0;0,8;35,8;1,2;7,2
Piauí;Total;Federal;34,0;0,4;47,9;2,1;7,8;92,9;1,1;1,9;2,6;1,5
Piauí;Urbana;Federal;34,0;0,4;47,9;2,1;7,8;93,5;1,2;2,0;2,0;1,3
Piauí;Rural;Federal;34,0;0,4;47,9;2,1;7,8;87,0;0,0;0,0;8,7;4,3
Piauí;Total;Estadual;39,1;0,4;48,3;2,6;9,6;60,0;0,5;33,3;1,2;5,0
Piauí;Urbana;Estadual;39,2;0,4;48,5;2,3;9,6;60,4;0,5;33,1;1,2;4,8
Piauí;Rural;Estadual;37,9;0,9;43,4;9,6;8,2;54,0;0,9;37,0;1,0;7,1
Piauí;Total;Municipal;13,3;0,2;49,8;2,5;34,2;23,7;0,0;49,2;0,0;27,1
Piauí;Urbana;Municipal;19,7;0,4;57,0;2,7;20,2;23,7;0,0;49,2;0,0;27,1
Piauí;Rural;Municipal;8,0;0,1;43,8;2,4;45,7;54,45;0,8;36,0;2,3;2,2
Piauí;Total;Privada;24,2;0,5;61,3;2,1;11,9;32,3;3,0;45,1;3,8;15,8
Piauí;Urbana;Privada;24,2;0,5;61,3;2,1;11,9;32,3;3,0;45,1;3,8;15,8
Piauí;Rural;Privada;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Piauí;Total;Pública;18,0;0,3;49,5;2,5;29,7;60,5;0,5;32,7;1,2;5,1
Piauí;Urbana;Pública;25,9;0,4;54,3;2,5;16,9;60,9;0,5;32,5;1,2;4,9
Piauí;Rural;Pública;8,5;0,1;43,8;2,5;45,1;55,0;0,8;35,8;1,2;7,2
Ceará;Total;Total;12,1;0,2;50,8;2,1;34,8;46,2;1,7;43,7;5,3;3,1
Ceará;Urbana;Total;16,8;0,3;56,4;2,5;24,0;47,5;1,7;43,2;4,9;2,7
Ceará;Rural;Total;4,2;0,0;41,4;1,4;53,0;17,3;0,4;53,9;14,3;14,1
Ceará;Total;Federal;34,0;0,4;47,9;2,1;7,8;70,0;10,0;15,0;0,0;5,0
Ceará;Urbana;Federal;34,0;0,4;47,9;2,1;7,8;70,0;10,0;15,0;0,0;5,0
Ceará;Rural;Federal;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Ceará;Total;Estadual;40,2;1,7;47,9;6,3;3,9;48,3;2,1;41,2;5,8;2,6
Ceará;Urbana;Estadual;42,4;1,7;46,9;5,6;3,4;50,1;2,1;40,3;5,2;2,3
Ceará;Rural;Estadual;8,2;1,6;62,6;16,5;11,1;16,5;0,5;56,7;15,4;10,9
Ceará;Total;Municipal;9,5;0,1;50,5;1,7;38,2;40,9;0,3;53,3;4,1;1,4
Ceará;Urbana;Municipal;13,3;0,1;56,9;2,1;27,6;41,2;0,4;54,1;4,2;0,1
Ceará;Rural;Municipal;4,2;0,0;41,1;1,2;53,5;27,3;0,0;18,2;0,0;54,5
Ceará;Total;Privada;20,7;0,0;73,3;1,8;4,2;37,8;0,5;49,7;4,2;7,8
Ceará;Urbana;Privada;20,7;0,0;73,3;1,8;4,2;37,8;0,5;49,7;4,2;7,8
Ceará;Rural;Privada;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Ceará;Total;Pública;11,9;0,2;50,3;2,1;35,5;47,3;1,8;43,0;5,5;2,4
Ceará;Urbana;Pública;16,7;0,3;55,7;2,5;24,8;48,8;1,9;42,4;5,0;1,9
Ceará;Rural;Pública;4,2;0,0;41,4;1,4;53,0;17,3;0,4;53,9;14,3;14,1
Rio Grande do Norte;Total;Total;29,1;0,5;54,0;2,9;13,5;69,1;0,4;27,0;2,8;0,7
Rio Grande do Norte;Urbana;Total;36,6;0,6;52,6;3,3;6,9;69,5;0,4;26,7;2,7;0,7
Rio Grande do Norte;Rural;Total;10,7;0,3;57,4;2,1;29,5;59,7;0,5;33,6;5,7;0,5
Rio Grande do Norte;Total;Federal;34,0;0,4;47,9;2,1;7,8;89,4;0,0;6,4;4,2;0,0
Rio Grande do Norte;Urbana;Federal;34,0;0,4;47,9;2,1;7,8;89,2;0,0;5,4;5,4;0,0
Rio Grande do Norte;Rural;Federal;34,0;0,4;47,9;2,1;7,8;90,0;0,0;10,0;0,0;0,0
Rio Grande do Norte;Total;Estadual;47,0;0,9;46,0;3,6;2,5;70,1;0,2;26,7;3,0;0,0
Rio Grande do Norte;Urbana;Estadual;48,5;0,8;44,9;3,4;2,4;70,6;0,2;26,4;2,8;0,0
Rio Grande do Norte;Rural;Estadual;26,9;1,5;61,2;6,5;3,9;58,2;0,5;34,8;6,0;0,5
Rio Grande do Norte;Total;Municipal;23,3;0,3;56,5;2,7;17,2;54,45;0,8;36,0;2,3;2,2
Rio Grande do Norte;Urbana;Municipal;31,1;0,4;56,1;3,3;9,1;54,45;0,8;36,0;2,3;2,2
Rio Grande do Norte;Rural;Municipal;9,7;0,3;57,1;1,8;31,1;54,45;0,8;36,0;2,3;2,2
Rio Grande do Norte;Total;Privada;33,3;2,9;56,2;0,0;7,6;43,5;4,0;37,2;0,9;14,4
Rio Grande do Norte;Urbana;Privada;33,3;2,9;56,2;0,0;7,6;43,5;4,0;37,2;0,9;14,4
Rio Grande do Norte;Rural;Privada;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Rio Grande do Norte;Total;Pública;29,0;0,5;53,9;2,9;13,7;70,3;0,2;26,5;3,0;0,0
Rio Grande do Norte;Urbana;Pública;36,7;0,5;52,5;3,3;7,0;70,8;0,2;26,2;2,8;0,0
Rio Grande do Norte;Rural;Pública;10,7;0,3;57,4;2,1;29,5;59,7;0,5;33,6;5,7;0,5
Paraíba;Total;Total;25,3;0,3;46,3;1,8;26,3;68,7;0,8;28,4;1,0;1,1
Paraíba;Urbana;Total;33,7;0,5;47,2;2,0;16,6;69,3;0,9;27,9;1,0;0,9
Paraíba;Rural;Total;9,0;0,1;44,7;1,5;44,7;62,4;0,2;33,4;1,1;2,9
Paraíba;Total;Federal;34,0;0,4;47,9;2,1;7,8;81,5;6,5;9,7;2,3;0,0
Paraíba;Urbana;Federal;34,0;0,4;47,9;2,1;7,8;79,0;8,0;10,0;3,0;0,0
Paraíba;Rural;Federal;34,0;0,4;47,9;2,1;7,8;91,7;0,0;8,3;0,0;0,0
Paraíba;Total;Estadual;51,0;0,6;45,1;1,7;1,6;69,4;0,8;28,0;1,0;0,8
Paraíba;Urbana;Estadual;52,1;0,6;43,8;2,0;1,5;70,0;0,8;27,6;1,0;0,6
Paraíba;Rural;Estadual;44,0;0,4;53,2;0,1;2,3;62,5;0,2;33,3;1,1;2,9
Paraíba;Total;Municipal;17,8;0,3;46,4;1,8;33,7;37,1;0,0;53,9;1,2;7,8
Paraíba;Urbana;Municipal;26,1;0,4;48,1;2,0;23,4;38,9;0,0;52,1;1,4;7,6
Paraíba;Rural;Municipal;5,6;0,1;43,9;1,6;48,8;26,1;0,0;65,2;0,0;8,7
Paraíba;Total;Privada;13,8;0,0;67,7;0,0;18,5;54,0;0,0;36,0;0,0;10,0
Paraíba;Urbana;Privada;13,8;0,0;67,7;0,0;18,5;54,0;0,0;36,0;0,0;10,0
Paraíba;Rural;Privada;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Paraíba;Total;Pública;25,4;0,3;46,1;1,8;26,4;69,1;0,8;28,2;1,0;0,9
Paraíba;Urbana;Pública;34,0;0,5;46,8;2,0;16,7;69,7;0,9;27,8;1,0;0,6
Paraíba;Rural;Pública;9,0;0,1;44,7;1,5;44,7;62,4;0,2;33,4;1,1;2,9
Pernambuco;Total;Total;24,5;0,3;53,9;2,2;19,1;44,7;0,4;51,5;2,0;1,4
Pernambuco;Urbana;Total;29,2;0,3;57,8;2,2;10,5;47,1;0,4;50,1;2,1;0,3
Pernambuco;Rural;Total;14,7;0,1;46,1;2,2;36,9;33,5;0,3;57,9;1,5;6,8
Pernambuco;Total;Federal;34,0;0,4;47,9;2,1;7,8;84,6;12,3;1,5;1,6;0,0
Pernambuco;Urbana;Federal;34,0;0,4;47,9;2,1;7,8;85,3;14,7;0,0;0,0;0,0
Pernambuco;Rural;Federal;34,0;0,4;47,9;2,1;7,8;83,9;9,7;3,2;3,2;0,0
Pernambuco;Total;Estadual;33,9;0,4;52,5;2,7;10,5;44,7;0,3;51,6;2,0;1,4
Pernambuco;Urbana;Estadual;40,7;0,6;56,1;2,4;0,2;47,3;0,4;50,1;2,1;0,1
Pernambuco;Rural;Estadual;21,8;0,2;46,1;3,3;28,6;33,0;0,2;58,4;1,5;6,9
Pernambuco;Total;Municipal;20,9;0,2;54,3;2,1;22,5;28,4;0,0;71,6;0,0;0,0
Pernambuco;Urbana;Municipal;25,3;0,3;58,2;2,2;14,0;28,4;0,0;71,6;0,0;0,0
Pernambuco;Rural;Municipal;11,6;0,1;46,1;1,8;40,4;54,45;0,8;36,0;2,3;2,2
Pernambuco;Total;Privada;22,9;0,0;64,0;2,1;11,0;30,9;0,0;49,7;1,8;17,6
Pernambuco;Urbana;Privada;22,9;0,0;64,0;2,1;11,0;30,9;0,0;49,7;1,8;17,6
Pernambuco;Rural;Privada;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Pernambuco;Total;Pública;24,5;0,3;53,8;2,2;19,2;44,8;0,4;51,5;2,0;1,3
Pernambuco;Urbana;Pública;29,4;0,3;57,6;2,3;10,4;47,3;0,4;50,1;2,1;0,1
Pernambuco;Rural;Pública;14,7;0,1;46,1;2,2;36,9;33,5;0,3;57,9;1,5;6,8
Alagoas;Total;Total;13,2;0,3;41,4;1,3;43,8;46,4;0,6;48,7;2,0;2,3
Alagoas;Urbana;Total;21,1;0,6;46,0;1,8;30,5;46,8;0,7;48,7;1,9;1,9
Alagoas;Rural;Total;6,6;0,0;37,5;0,8;55,1;42,3;0,0;48,3;2,2;7,2
Alagoas;Total;Federal;34,0;0,4;47,9;2,1;7,8;85,3;7,1;5,1;1,9;0,6
Alagoas;Urbana;Federal;34,0;0,4;47,9;2,1;7,8;85,3;7,1;5,1;1,9;0,6
Alagoas;Total;Estadual;59,8;1,6;32,7;0,0;5,9;44,8;0,3;50,6;2,0;2,3
Alagoas;Urbana;Estadual;65,2;1,9;28,6;0,0;4,3;45,1;0,3;50,9;2,0;1,7
Alagoas;Rural;Estadual;34,7;0,0;51,7;0,0;13,6;42,3;0,0;48,3;2,2;7,2
Alagoas;Total;Municipal;12,2;0,2;41,3;1,3;45,0;54,45;0,8;36,0;2,3;2,2
Alagoas;Urbana;Municipal;19,5;0,5;46,2;1,9;31,9;54,45;0,8;36,0;2,3;2,2
Alagoas;Rural;Municipal;6,4;0,0;37,4;0,8;55,4;54,45;0,8;36,0;2,3;2,2
Alagoas;Total;Privada;9,6;1,1;76,4;0,0;12,9;32,6;2,3;57,0;0,0;8,1
Alagoas;Urbana;Privada;9,6;1,1;76,4;0,0;12,9;32,6;2,3;57,0;0,0;8,1
Alagoas;Rural;Privada;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Alagoas;Total;Pública;13,3;0,3;41,1;1,3;44,0;46,8;0,6;48,5;2,0;2,1
Alagoas;Urbana;Pública;21,3;0,6;45,5;1,8;30,8;47,2;0,6;48,5;2,0;1,7
Alagoas;Rural;Pública;6,6;0,0;37,5;0,8;55,1;42,3;0,0;48,3;2,2;7,2
Sergipe;Total;Total;34,7;0,2;55,7;1,8;7,6;72,6;0,4;25,5;0,8;0,7
Sergipe;Urbana;Total;42,5;0,3;51,7;1,9;3,6;72,8;0,5;25,2;0,8;0,7
Sergipe;Rural;Total;22,0;0,0;62,3;1,5;14,2;70,7;0,0;28,2;0,5;0,6
Sergipe;Total;Federal;34,0;0,4;47,9;2,1;7,8;100,0;0,0;0,0;0,0;0,0
Sergipe;Urbana;Federal;34,0;0,4;47,9;2,1;7,8;100,0;0,0;0,0;0,0;0,0
Sergipe;Rural;Federal;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Sergipe;Total;Estadual;49,1;0,7;48,9;1,2;0,1;72,8;0,4;25,6;0,7;0,5
Sergipe;Urbana;Estadual;48,8;0,7;49,2;1,2;0,1;73,1;0,5;25,3;0,7;0,4
Sergipe;Rural;Estadual;63,6;0,0;36,4;0,0;0,0;70,7;0,0;28,2;0,5;0,6
Sergipe;Total;Municipal;32,8;0,1;56,6;1,8;8,7;54,45;0,8;36,0;2,3;2,2
Sergipe;Urbana;Municipal;41,1;0,2;52,2;2,1;4,4;54,45;0,8;36,0;2,3;2,2
Sergipe;Rural;Municipal;21,7;0,0;62,5;1,5;14,3;54,45;0,8;36,0;2,3;2,2
Sergipe;Total;Privada;20,0;0,0;80,0;0,0;0,0;61,7;2,1;23,4;6,4;6,4
Sergipe;Urbana;Privada;20,0;0,0;80,0;0,0;0,0;61,7;2,1;23,4;6,4;6,4
Sergipe;Rural;Privada;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Sergipe;Total;Pública;34,8;0,2;55,7;1,8;7,5;72,9;0,4;25,6;0,7;0,4
Sergipe;Urbana;Pública;42,5;0,3;51,6;1,9;3,7;73,1;0,5;25,3;0,7;0,4
Sergipe;Rural;Pública;22,0;0,0;62,3;1,5;14,2;70,7;0,0;28,2;0,5;0,6
Bahia;Total;Total;13,3;0,2;34,6;2,1;49,8;46,1;0,8;42,5;4,1;6,5
Bahia;Urbana;Total;22,3;0,3;40,5;2,8;34,1;47,4;0,8;42,2;4,2;5,4
Bahia;Rural;Total;5,1;0,0;29,1;1,5;64,3;34,9;0,6;45,6;3,5;15,4
Bahia;Total;Federal;34,0;0,4;47,9;2,1;7,8;72,7;6,8;11,4;3,4;5,7
Bahia;Urbana;Federal;34,0;0,4;47,9;2,1;7,8;70,8;4,6;15,4;4,6;4,6
Bahia;Rural;Federal;34,0;0,4;47,9;2,1;7,8;78,3;13,0;0,0;0,0;8,7
Bahia;Total;Estadual;38,0;0,5;38,3;5,2;18,0;46,2;0,8;42,3;4,1;6,6
Bahia;Urbana;Estadual;46,8;0,6;42,9;6,2;3,5;47,6;0,8;41,9;4,2;5,5
Bahia;Rural;Estadual;9,4;0,3;23,3;2,0;65,0;34,8;0,6;45,6;3,5;15,5
Bahia;Total;Municipal;12,1;0,1;34,1;2,0;51,7;28,5;0,0;59,9;3,6;8,0
Bahia;Urbana;Municipal;20,4;0,2;39,9;2,5;37,0;31,5;0,0;59,3;1,9;7,3
Bahia;Rural;Municipal;5,0;0,0;29,2;1,5;64,3;26,5;0,0;60,2;4,8;8,5
Bahia;Total;Privada;26,7;0,5;57,2;2,3;13,3;35,3;1,1;58,4;4,1;1,1
Bahia;Urbana;Privada;27,0;0,5;56,6;2,3;13,6;35,3;1,1;58,4;4,1;1,1
Bahia;Rural;Privada;0,0;0,0;100,0;0,0;0,0;54,45;0,8;36,0;2,3;2,2
Bahia;Total;Pública;13,2;0,1;34,3;2,1;50,3;46,2;0,8;42,3;4,1;6,6
Bahia;Urbana;Pública;22,2;0,3;40,1;2,8;34,6;47,6;0,8;41,9;4,2;5,5
Bahia;Rural;Pública;5,1;0,0;29,1;1,5;64,3;34,9;0,6;45,6;3,5;15,4
Minas Gerais;Total;Total;40,6;0,8;50,5;4,4;3,7;61,5;1,7;27,8;5,5;3,5
Minas Gerais;Urbana;Total;40,4;0,8;51,0;4,6;3,2;61,8;1,7;28,0;5,6;2,9
Minas Gerais;Rural;Total;43,5;1,4;40,6;1,5;13,0;51,2;0,7;21,7;3,5;22,9
Minas Gerais;Total;Federal;100,0;0,0;0,0;0,0;0,0;81,8;7,6;9,1;1,5;0,0
Minas Gerais;Urbana;Federal;100,0;0,0;0,0;0,0;0,0;81,8;7,6;9,1;1,5;0,0
Minas Gerais;Rural;Federal;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Minas Gerais;Total;Estadual;51,7;1,4;37,6;5,0;4,3;62,4;1,7;26,5;5,7;3,7
Minas Gerais;Urbana;Estadual;52,2;1,4;38,0;5,4;3,0;62,8;1,7;26,7;5,8;3,0
Minas Gerais;Rural;Estadual;47,0;1,5;33,8;1,3;16,4;51,5;0,7;20,3;3,7;23,8
Minas Gerais;Total;Municipal;31,7;0,5;60,6;4,2;3,0;35,8;1,5;61,6;1,0;0,1
Minas Gerais;Urbana;Municipal;31,6;0,5;60,6;4,2;3,1;35,8;1,5;61,6;1,0;0,1
Minas Gerais;Rural;Municipal;32,8;1,2;60,2;2,3;3,5;54,45;0,8;36,0;2,3;2,2
Minas Gerais;Total;Privada;37,1;0,4;55,2;3,8;3,5;51,4;2,2;42,2;1,5;2,7
Minas Gerais;Urbana;Privada;36,9;0,4;55,5;3,8;3,4;52,4;2,6;41,6;1,5;1,9
Minas Gerais;Rural;Privada;47,2;0,0;39,6;0,9;12,3;46,1;0,0;44,7;1,3;7,9
Minas Gerais;Total;Pública;41,2;0,9;49,7;4,6;3,6;61,6;1,7;27,6;5,5;3,6
Minas Gerais;Urbana;Pública;41,0;0,9;50,3;4,8;3,0;61,9;1,7;27,8;5,6;3,0
Minas Gerais;Rural;Pública;43,3;1,5;40,6;1,6;13,0;51,5;0,7;20,3;3,7;23,8
Espírito Santo;Total;Total;58,5;1,2;36,6;1,6;2,1;72,2;1,6;20,3;3,4;2,5
Espírito Santo;Urbana;Total;59,2;1,2;35,9;1,6;2,1;72,9;1,6;20,3;3,1;2,1
Espírito Santo;Rural;Total;53,4;1,4;41,9;1,9;1,4;65,7;1,4;20,5;5,5;6,9
Espírito Santo;Total;Federal;34,0;0,4;47,9;2,1;7,8;76,1;10,2;5,1;8,6;0,0
Espírito Santo;Urbana;Federal;34,0;0,4;47,9;2,1;7,8;76,1;10,2;5,1;8,6;0,0
Espírito Santo;Rural;Federal;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Espírito Santo;Total;Estadual;65,2;1,2;29,4;1,9;2,3;76,4;1,4;16,2;3,3;2,7
Espírito Santo;Urbana;Estadual;65,5;1,2;29,0;2,0;2,3;77,8;1,4;15,6;3,0;2,2
Espírito Santo;Rural;Estadual;63,5;1,5;31,1;1,5;2,4;65,7;1,4;20,5;5,5;6,9
Espírito Santo;Total;Municipal;53,7;1,1;41,9;1,5;1,8;36,4;9,1;54,5;0,0;0,0
Espírito Santo;Urbana;Municipal;55,2;1,2;40,4;1,4;1,8;36,4;9,1;54,5;0,0;0,0
Espírito Santo;Rural;Municipal;37,2;1,1;59,2;2,5;0,0;54,45;0,8;36,0;2,3;2,2
Espírito Santo;Total;Privada;34,0;0,4;47,9;2,1;7,8;24,1;0,7;70,6;3,1;1,5
Espírito Santo;Urbana;Privada;34,0;0,4;47,9;2,1;7,8;24,1;0,7;70,6;3,1;1,5
Espírito Santo;Rural;Privada;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Espírito Santo;Total;Pública;58,5;1,2;36,6;1,6;2,1;76,4;1,7;15,9;3,4;2,6
Espírito Santo;Urbana;Pública;59,2;1,2;35,9;1,6;2,1;77,7;1,7;15,3;3,1;2,2
Espírito Santo;Rural;Pública;53,4;1,4;41,9;1,9;1,4;65,7;1,4;20,5;5,5;6,9
Rio de Janeiro;Total;Total;55,9;1,5;31,2;2,4;9,0;73,1;1,6;22,4;1,1;1,8
Rio de Janeiro;Urbana;Total;56,4;1,6;30,9;2,5;8,6;73,0;1,6;22,3;1,1;2,0
Rio de Janeiro;Rural;Total;44,7;0,9;38,1;0,4;15,9;74,6;0,5;24,9;0,0;0,0
Rio de Janeiro;Total;Federal;59,8;6,1;17,1;12,2;4,8;87,9;3,2;5,1;3,4;0,4
Rio de Janeiro;Urbana;Federal;59,8;6,1;17,1;12,2;4,8;87,9;3,2;5,1;3,4;0,4
Rio de Janeiro;Rural;Federal;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Rio de Janeiro;Total;Estadual;79,7;2,3;15,2;1,5;1,3;75,3;1,4;22,2;0,8;0,3
Rio de Janeiro;Urbana;Estadual;79,7;2,3;15,2;1,5;1,3;75,3;1,4;22,1;0,8;0,4
Rio de Janeiro;Rural;Estadual;93,3;0,0;6,7;0,0;0,0;74,6;0,5;24,9;0,0;0,0
Rio de Janeiro;Total;Municipal;53,1;1,4;34,1;2,6;8,8;75,8;2,7;18,1;3,4;0,0
Rio de Janeiro;Urbana;Municipal;53,6;1,4;33,8;2,7;8,5;75,8;2,7;18,1;3,4;0,0
Rio de Janeiro;Rural;Municipal;44,0;1,0;38,5;0,4;16,1;54,45;0,8;36,0;2,3;2,2
Rio de Janeiro;Total;Privada;38,0;1,6;28,0;1,9;30,5;58,6;2,2;26,7;2,2;10,3
Rio de Janeiro;Urbana;Privada;38,0;1,6;28,0;1,9;30,5;58,6;2,2;26,7;2,2;10,3
Rio de Janeiro;Rural;Privada;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Rio de Janeiro;Total;Pública;56,8;1,5;31,4;2,5;7,8;75,7;1,5;21,7;0,9;0,2
Rio de Janeiro;Urbana;Pública;57,4;1,6;31,1;2,6;7,3;75,7;1,5;21,5;0,9;0,4
Rio de Janeiro;Rural;Pública;44,7;0,9;38,1;0,4;15,9;74,6;0,5;24,9;0,0;0,0
São Paulo;Total;Total;49,6;0,4;47,3;0,5;2,2;51,2;0,3;44,2;1,8;2,5
São Paulo;Urbana;Total;50,8;0,4;46,8;0,4;1,6;52,6;0,4;43,1;1,7;2,2
São Paulo;Rural;Total;39,5;0,4;51,9;1,3;6,9;38,8;0,2;54,2;2,8;4,0
São Paulo;Total;Federal;34,0;0,4;47,9;2,1;7,8;74,5;5,2;14,1;6,2;0,0
São Paulo;Urbana;Federal;34,0;0,4;47,9;2,1;7,8;74,5;5,2;14,1;6,2;0,0
São Paulo;Rural;Federal;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
São Paulo;Total;Estadual;48,5;0,2;45,6;1,5;4,2;51,0;0,3;44,2;1,9;2,6
São Paulo;Urbana;Estadual;54,1;0,1;41,8;1,6;2,4;52,5;0,3;43,0;1,8;2,4
São Paulo;Rural;Estadual;39,9;0,4;51,4;1,4;6,9;38,8;0,2;54,2;2,8;4,0
São Paulo;Total;Municipal;50,5;0,4;47,6;0,2;1,3;61,5;0,5;38,0;0,0;0,0
São Paulo;Urbana;Municipal;50,6;0,3;47,5;0,2;1,4;61,5;0,5;38,0;0,0;0,0
São Paulo;Rural;Municipal;24,4;3,8;71,8;0,0;0,0;54,45;0,8;36,0;2,3;2,2
São Paulo;Total;Privada;39,8;3,0;55,1;0,3;1,8;43,0;0,7;53,3;0,9;2,1
São Paulo;Urbana;Privada;39,8;3,0;55,1;0,3;1,8;43,0;0,7;53,3;0,9;2,1
São Paulo;Rural;Privada;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
São Paulo;Total;Pública;50,0;0,3;47,0;0,6;2,1;51,5;0,3;43,8;1,8;2,6
São Paulo;Urbana;Pública;51,3;0,3;46,4;0,5;1,5;53,1;0,3;42,6;1,7;2,3
São Paulo;Rural;Pública;39,5;0,4;51,9;1,3;6,9;38,8;0,2;54,2;2,8;4,0
Paraná;Total;Total;34,0;1,4;60,9;2,7;1,0;75,7;2,0;17,6;2,7;2,0
Paraná;Urbana;Total;34,0;1,4;60,9;2,7;1,0;75,7;2,0;17,6;2,7;2,0
Paraná;Rural;Total;35,9;0,0;61,2;0,0;2,9;100,0;0,0;0,0;0,0;0,0
Paraná;Total;Federal;34,0;0,4;47,9;2,1;7,8;54,5;9,1;36,4;0,0;0,0
Paraná;Urbana;Federal;34,0;0,4;47,9;2,1;7,8;54,5;9,1;36,4;0,0;0,0
Paraná;Rural;Federal;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Paraná;Total;Estadual;75,1;2,2;19,3;1,7;1,7;77,8;2,3;15,8;1,9;2,2
Paraná;Urbana;Estadual;75,2;2,2;19,2;1,7;1,7;77,8;2,3;15,8;1,9;2,2
Paraná;Rural;Estadual;69,2;0,0;30,8;0,0;0,0;100,0;0,0;0,0;0,0;0,0
Paraná;Total;Municipal;8,6;0,4;85,0;3,0;3,0;54,45;0,8;36,0;2,3;2,2
Paraná;Urbana;Municipal;8,5;0,4;85,2;3,0;2,9;54,45;0,8;36,0;2,3;2,2
Paraná;Rural;Municipal;10,6;0,0;71,2;0,0;18,2;54,45;0,8;36,0;2,3;2,2
Paraná;Total;Privada;31,3;1,5;64,0;2,8;0,4;64,2;0,5;27,5;7,1;0,7
Paraná;Urbana;Privada;31,2;1,5;64,1;2,9;0,3;64,2;0,5;27,5;7,1;0,7
Paraná;Rural;Privada;38,4;0,0;61,6;0,0;0,0;54,45;0,8;36,0;2,3;2,2
Paraná;Total;Pública;38,9;1,2;55,1;2,4;2,4;77,7;2,3;15,9;1,9;2,2
Paraná;Urbana;Pública;39,0;1,2;55,0;2,4;2,4;77,7;2,3;15,9;1,9;2,2
Paraná;Rural;Pública;27,2;0,0;59,8;0,0;13,0;100,0;0,0;0,0;0,0;0,0
Santa Catarina;Total;Total;71,7;0,2;22,0;1,7;4,4;66,9;0,2;25,4;2,2;5,3
Santa Catarina;Urbana;Total;72,0;0,2;22,2;1,6;4,0;67,0;0,3;25,7;1,9;5,1
Santa Catarina;Rural;Total;60,4;0,0;14,0;5,8;19,8;60,5;0,0;10,3;14,2;15,0
Santa Catarina;Total;Federal;53,3;0,0;46,7;0,0;0,0;79,7;10,5;7,2;1,3;1,3
Santa Catarina;Urbana;Federal;53,3;0,0;46,7;0,0;0,0;79,7;10,5;7,2;1,3;1,3
Santa Catarina;Rural;Federal;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Santa Catarina;Total;Estadual;83,1;0,0;10,8;0,8;5,3;81,2;0,1;11,3;1,6;5,8
Santa Catarina;Urbana;Estadual;84,0;0,0;10,7;0,8;4,5;81,7;0,1;11,4;1,4;5,4
Santa Catarina;Rural;Estadual;62,9;0,0;12,9;3,1;21,1;64,4;0,0;8,7;10,1;16,8
Santa Catarina;Total;Municipal;65,2;0,7;30,1;2,1;1,9;63,0;1,7;35,3;0,0;0,0
Santa Catarina;Urbana;Municipal;65,3;0,7;30,0;2,2;1,8;63,8;1,9;34,3;0,0;0,0
Santa Catarina;Rural;Municipal;50,0;0,0;42,9;0,0;7,1;53,8;0,0;46,2;0,0;0,0
Santa Catarina;Total;Privada;39,0;0,1;50,2;4,3;6,4;32,1;0,1;59,5;3,6;4,7
Santa Catarina;Urbana;Privada;39,2;0,1;50,5;3,8;6,4;32,2;0,1;59,7;3,3;4,7
Santa Catarina;Rural;Privada;0,0;0,0;0,0;100,0;0,0;0,0;0,0;0,0;100,0;0,0
Santa Catarina;Total;Pública;76,7;0,3;17,7;1,3;4,0;80,8;0,3;11,8;1,6;5,5
Santa Catarina;Urbana;Pública;77,1;0,3;17,8;1,3;3,5;81,3;0,3;11,8;1,4;5,2
Santa Catarina;Rural;Pública;62,2;0,0;14,4;3,0;20,4;63,8;0,0;10,9;9,5;15,8
